company_name,sector,hq_city,founded_year,employee_count,funding_stage,total_funding_usd,employee_growth_pct,active_job_openings,top_hiring_roles,wlb_rating,culture_rating,growth_opportunity_rating,salary_rating,overall_employee_rating,glassdoor_reviews_count,remote_friendly,layoff_flag,ai_roles_focus,tier2_expansion,hire_quality_label,funding_ordinal,hiring_pressure,sector_clean,city_clean,log_funding,funding_per_empl,startup_age,review_density,growth_x_ai
Swish,Food Delivery,Bengaluru,2024,115,Series A,14000000,42,18,Software Engineer; QA Executive; Ops Manager,3.8,4.1,4.4,3.6,4.0,12,Hybrid,0,0,0,Growing,3,0.1565217391304348,D2C,Bengaluru,16.454567959008102,0.1430831996435487,1,0.10434782608695652,42
IndiaStartup_0451,EdTech,Hyderabad,2021,162,Seed,10000000,94,27,SWE; PM; Ops,3.8,4.0,4.0,3.7,3.9,16,On-site,0,0,1,Growing,1,0.16666666666666666,EdTech,Hyderabad,16.118095750958314,0.09949441821579207,4,0.09876543209876543,94
IndiaStartup_0452,Robotics,Hyderabad,2017,266,Bootstrapped,5000000,47,43,SWE; PM; Ops,4.3,4.5,4.6,4.2,4.4,5,Hybrid,0,1,1,High Desirability,0,0.16165413533834586,Robotics,Hyderabad,15.424948670398354,0.05798852883608404,8,0.018796992481203006,94
IndiaStartup_0453,AI,Pune,2023,326,Bootstrapped,0,42,39,SWE; PM; Ops,4.2,4.4,4.5,4.1,4.3,24,On-site,0,1,0,High Desirability,0,0.1196319018404908,AI,Pune,0.0,0.0,2,0.0736196319018405,84
IndiaStartup_0454,D2C,Bengaluru,2024,338,Pre-Series A,1000000,78,60,SWE; PM; Ops,4.4,4.6,4.7,4.3,4.5,20,On-site,0,0,1,High Desirability,2,0.17751479289940827,D2C,Bengaluru,13.815511557963774,0.04087429455018868,1,0.05917159763313609,78
IndiaStartup_0455,FinTech,Gurugram,2016,324,Pre-Series A,100000,15,38,SWE; PM; Ops,3.4,3.6,3.6,3.3,3.5,10,Remote,0,0,0,Emerging,2,0.11728395061728394,FinTech,Gurugram,11.51293546492023,0.035533751434938976,9,0.030864197530864196,15
IndiaStartup_0456,Climate Tech,Chennai,2018,231,Seed,0,131,11,SWE; PM; Ops,3.3,3.5,3.5,3.2,3.4,11,Hybrid,0,0,0,Emerging,1,0.047619047619047616,Climate Tech,Chennai,0.0,0.0,7,0.047619047619047616,131
IndiaStartup_0457,DevTools,Gurugram,2020,122,Seed,25000000,16,9,SWE; PM; Ops,4.0,4.2,4.2,3.9,4.1,1,On-site,0,1,0,High Desirability,1,0.07377049180327869,DevTools,Gurugram,17.034386422832473,0.1396261182199383,5,0.00819672131147541,32
IndiaStartup_0458,SaaS,Ahmedabad,2024,6,Series B,10000000,118,1,SWE; PM; Ops,3.6,3.8,3.9,3.5,3.7,22,On-site,0,0,0,Growing,4,0.16666666666666666,SaaS,Ahmedabad,16.118095750958314,2.6863492918263856,1,3.6666666666666665,118
IndiaStartup_0459,D2C,Delhi,2018,46,Series B,2000000,127,4,SWE; PM; Ops,4.4,4.6,4.7,4.3,4.5,24,On-site,0,0,1,High Desirability,4,0.08695652173913043,D2C,Delhi,14.508658238524095,0.3154056138809586,7,0.5217391304347826,127
IndiaStartup_0460,HR Tech,Jaipur,2017,249,Series A,0,35,18,SWE; PM; Ops,4.1,4.3,4.4,4.0,4.2,23,On-site,0,0,0,Growing,3,0.07228915662650602,HR Tech,Jaipur,0.0,0.0,8,0.09236947791164658,35
IndiaStartup_0461,HealthTech,Noida,2025,76,Seed,5000000,176,13,SWE; PM; Ops,4.6,4.8,4.9,4.5,4.7,21,Hybrid,0,0,0,High Desirability,1,0.17105263157894737,HealthTech,Noida,15.424948670398354,0.20295985092629412,0,0.27631578947368424,176
IndiaStartup_0462,HealthTech,Kochi,2017,251,Bootstrapped,0,121,28,SWE; PM; Ops,4.1,4.3,4.4,4.0,4.2,30,Remote,0,0,0,Growing,0,0.11155378486055777,HealthTech,Kochi,0.0,0.0,8,0.11952191235059761,121
IndiaStartup_0463,Climate Tech,Surat,2017,73,Series A,250000,95,3,SWE; PM; Ops,3.1,3.3,3.4,3.0,3.2,28,On-site,0,0,0,Emerging,3,0.0410958904109589,Climate Tech,Surat,12.429220196836383,0.17026329036762167,8,0.3835616438356164,95
IndiaStartup_0464,AgriTech,Jaipur,2018,356,Pre-Series A,2000000,133,57,SWE; PM; Ops,4.3,4.5,4.6,4.2,4.4,12,On-site,0,0,0,High Desirability,2,0.1601123595505618,AgriTech,Jaipur,14.508658238524095,0.04075465797338229,7,0.033707865168539325,133
IndiaStartup_0465,FinTech,Kochi,2025,19,Series B,100000,58,1,SWE; PM; Ops,3.8,4.0,4.0,3.7,3.9,26,Remote,0,0,0,Growing,4,0.05263157894736842,FinTech,Kochi,11.51293546492023,0.6059439718379068,0,1.368421052631579,58
IndiaStartup_0466,AgriTech,Indore,2016,192,Series A,5000000,97,27,SWE; PM; Ops,3.7,3.9,3.9,3.6,3.8,1,Remote,0,0,0,Growing,3,0.140625,AgriTech,Indore,15.424948670398354,0.08033827432499142,9,0.005208333333333333,97
IndiaStartup_0467,SpaceTech,Hyderabad,2016,130,Pre-Series A,25000000,90,17,SWE; PM; Ops,4.5,4.7,4.8,4.4,4.6,18,On-site,0,0,1,High Desirability,2,0.13076923076923078,SpaceTech,Hyderabad,17.034386422832473,0.13103374171409593,9,0.13846153846153847,90
IndiaStartup_0468,DeepTech,Delhi,2024,142,Pre-Series A,0,47,16,SWE; PM; Ops,3.7,3.9,3.9,3.6,3.8,3,Hybrid,0,1,1,High Desirability,2,0.11267605633802817,DeepTech,Delhi,0.0,0.0,1,0.02112676056338028,94
IndiaStartup_0469,Robotics,Bengaluru,2017,229,Series B,25000000,63,38,SWE; PM; Ops,3.2,3.4,3.4,3.1,3.3,21,Hybrid,0,1,1,Emerging,4,0.16593886462882096,Robotics,Bengaluru,17.034386422832473,0.0743859669119322,8,0.09170305676855896,126
IndiaStartup_0470,DevTools,Pune,2024,73,Bootstrapped,10000000,176,7,SWE; PM; Ops,3.1,3.3,3.4,3.0,3.2,11,Hybrid,0,1,0,Emerging,0,0.0958904109589041,DevTools,Pune,16.118095750958314,0.22079583220490842,1,0.1506849315068493,352
IndiaStartup_0471,Climate Tech,Bengaluru,2021,352,Seed,250000,175,66,SWE; PM; Ops,4.4,4.6,4.7,4.3,4.5,11,Hybrid,0,0,1,High Desirability,1,0.1875,Climate Tech,Bengaluru,12.429220196836383,0.03531028465010336,4,0.03125,175
IndiaStartup_0472,Climate Tech,Gurugram,2021,335,Pre-Series A,0,110,48,SWE; PM; Ops,4.1,4.3,4.4,4.0,4.2,11,On-site,0,0,0,High Desirability,2,0.14328358208955225,Climate Tech,Gurugram,0.0,0.0,4,0.03283582089552239,110
IndiaStartup_0473,AgriTech,Bengaluru,2018,85,Series B,1000000,95,4,SWE; PM; Ops,3.5,3.7,3.8,3.4,3.6,11,Hybrid,0,0,1,Growing,4,0.047058823529411764,AgriTech,Bengaluru,13.815511557963774,0.16253543009369145,7,0.12941176470588237,95
IndiaStartup_0474,EdTech,Ahmedabad,2018,278,Series B,100000,106,40,SWE; PM; Ops,3.8,4.0,4.0,3.7,3.9,26,Remote,0,0,0,Growing,4,0.14388489208633093,EdTech,Ahmedabad,11.51293546492023,0.041413436924173486,7,0.09352517985611511,106
IndiaStartup_0475,SpaceTech,Hyderabad,2021,19,Bootstrapped,25000000,77,2,SWE; PM; Ops,3.2,3.4,3.4,3.1,3.3,8,On-site,0,0,1,Emerging,0,0.10526315789473684,SpaceTech,Hyderabad,17.034386422832473,0.896546653833288,4,0.42105263157894735,77
IndiaStartup_0476,HealthTech,Hyderabad,2025,187,Seed,100000,86,37,SWE; PM; Ops,4.5,4.7,4.8,4.4,4.6,13,Hybrid,0,0,1,High Desirability,1,0.19786096256684493,HealthTech,Hyderabad,11.51293546492023,0.061566499812407645,0,0.06951871657754011,86
IndiaStartup_0477,Logistics,Pune,2022,190,Seed,500000,122,20,SWE; PM; Ops,3.3,3.5,3.5,3.2,3.4,8,On-site,0,0,0,Growing,1,0.10526315789473684,Logistics,Pune,13.122365377402328,0.06906508093369647,3,0.042105263157894736,122
IndiaStartup_0478,FinTech,Mumbai,2025,348,Bootstrapped,0,165,48,SWE; PM; Ops,3.1,3.3,3.4,3.0,3.2,25,Remote,0,0,1,Growing,0,0.13793103448275862,FinTech,Mumbai,0.0,0.0,0,0.07183908045977011,165
IndiaStartup_0479,AgriTech,Bengaluru,2020,77,Series A,1000000,66,9,SWE; PM; Ops,3.0,3.2,3.2,2.9,3.1,7,Hybrid,0,0,1,Emerging,3,0.11688311688311688,AgriTech,Bengaluru,13.815511557963774,0.17942222802550356,5,0.09090909090909091,66
IndiaStartup_0480,Logistics,Jaipur,2018,219,Series B,100000,15,11,SWE; PM; Ops,3.8,4.0,4.0,3.7,3.9,17,Hybrid,0,0,0,Emerging,4,0.0502283105022831,Logistics,Jaipur,11.51293546492023,0.05257048157497821,7,0.0776255707762557,15
IndiaStartup_0481,Logistics,Nagpur,2020,122,Bootstrapped,10000000,164,14,SWE; PM; Ops,3.2,3.4,3.4,3.1,3.3,21,Remote,0,0,0,Emerging,0,0.11475409836065574,Logistics,Nagpur,16.118095750958314,0.13211553894228126,5,0.1721311475409836,164
IndiaStartup_0482,Climate Tech,Mumbai,2020,66,Pre-Series A,1000000,83,11,SWE; PM; Ops,3.4,3.6,3.6,3.3,3.5,16,Remote,0,0,1,Emerging,2,0.16666666666666666,Climate Tech,Mumbai,13.815511557963774,0.2093259326964208,5,0.24242424242424243,83
IndiaStartup_0483,SaaS,Nagpur,2016,359,Bootstrapped,1000000,18,62,SWE; PM; Ops,3.3,3.5,3.5,3.2,3.4,9,Remote,0,0,0,Emerging,0,0.17270194986072424,SaaS,Nagpur,13.815511557963774,0.03848331910296316,9,0.025069637883008356,18
IndiaStartup_0484,AgriTech,Ahmedabad,2020,109,Pre-Series A,100000,148,15,SWE; PM; Ops,2.9,3.1,3.1,2.8,3.0,30,Hybrid,0,0,0,Emerging,2,0.13761467889908258,AgriTech,Ahmedabad,11.51293546492023,0.10562326114605715,5,0.27522935779816515,148
IndiaStartup_0485,FinTech,Jaipur,2019,61,Pre-Series A,100000,56,2,SWE; PM; Ops,4.0,4.2,4.2,3.9,4.1,18,Hybrid,0,0,0,High Desirability,2,0.03278688524590164,FinTech,Jaipur,11.51293546492023,0.1887366469659054,6,0.29508196721311475,56
IndiaStartup_0486,HealthTech,Hyderabad,2020,157,Bootstrapped,1000000,26,30,SWE; PM; Ops,4.6,4.8,4.9,4.5,4.7,7,Hybrid,0,0,1,High Desirability,0,0.1910828025477707,HealthTech,Hyderabad,13.815511557963774,0.08799688890422785,5,0.044585987261146494,26
IndiaStartup_0487,DeepTech,Hyderabad,2022,99,Series B,100000,175,7,SWE; PM; Ops,3.1,3.3,3.4,3.0,3.2,16,Hybrid,0,1,1,Emerging,4,0.0707070707070707,DeepTech,Hyderabad,11.51293546492023,0.11629227742343666,3,0.16161616161616163,350
IndiaStartup_0488,SpaceTech,Surat,2023,364,Series A,100000,108,22,SWE; PM; Ops,3.3,3.5,3.5,3.2,3.4,7,Hybrid,0,0,0,Emerging,3,0.06043956043956044,SpaceTech,Surat,11.51293546492023,0.03162894358494568,2,0.019230769230769232,108
IndiaStartup_0489,HR Tech,Jaipur,2016,326,Pre-Series A,100000,27,34,SWE; PM; Ops,3.4,3.6,3.6,3.3,3.5,15,On-site,0,0,0,Emerging,2,0.10429447852760736,HR Tech,Jaipur,11.51293546492023,0.035315752959878,9,0.046012269938650305,27
IndiaStartup_0490,Semiconductor,Kochi,2024,138,Pre-Series A,5000000,129,19,SWE; PM; Ops,4.5,4.7,4.8,4.4,4.6,9,On-site,0,1,0,High Desirability,2,0.13768115942028986,Semiconductor,Kochi,15.424948670398354,0.11177499036520547,1,0.06521739130434782,258
IndiaStartup_0491,HR Tech,Jaipur,2023,92,Series A,0,82,14,SWE; PM; Ops,2.9,3.1,3.1,2.8,3.0,10,Hybrid,0,0,0,Emerging,3,0.15217391304347827,HR Tech,Jaipur,0.0,0.0,2,0.10869565217391304,82
IndiaStartup_0492,HR Tech,Gurugram,2025,113,Series B,1000000,84,21,SWE; PM; Ops,3.3,3.5,3.5,3.2,3.4,11,Remote,0,0,0,Emerging,4,0.18584070796460178,HR Tech,Gurugram,13.815511557963774,0.1222611642297679,0,0.09734513274336283,84
IndiaStartup_0493,DevTools,Chennai,2018,74,Series B,500000,134,7,SWE; PM; Ops,3.5,3.7,3.8,3.4,3.6,4,Remote,0,1,0,Emerging,4,0.0945945945945946,DevTools,Chennai,13.122365377402328,0.1773292618567882,7,0.05405405405405406,268
IndiaStartup_0494,DevTools,Indore,2021,268,Series A,25000000,74,28,SWE; PM; Ops,4.0,4.2,4.2,3.9,4.1,15,On-site,0,1,0,Growing,3,0.1044776119402985,DevTools,Indore,17.034386422832473,0.06356114336877788,4,0.055970149253731345,148
IndiaStartup_0495,HealthTech,Hyderabad,2022,113,Series A,250000,109,14,SWE; PM; Ops,4.5,4.7,4.8,4.4,4.6,21,Remote,0,0,1,High Desirability,3,0.12389380530973451,HealthTech,Hyderabad,12.429220196836383,0.10999309908704763,3,0.18584070796460178,109
IndiaStartup_0496,HealthTech,Chennai,2019,80,Series A,25000000,173,13,SWE; PM; Ops,3.5,3.7,3.8,3.4,3.6,17,Hybrid,0,0,0,Emerging,3,0.1625,HealthTech,Chennai,17.034386422832473,0.2129298302854059,6,0.2125,173
IndiaStartup_0497,AI,Chennai,2018,32,Bootstrapped,25000000,86,3,SWE; PM; Ops,3.1,3.3,3.4,3.0,3.2,7,Hybrid,0,1,0,Emerging,0,0.09375,AI,Chennai,17.034386422832473,0.5323245757135148,7,0.21875,172
IndiaStartup_0498,DeepTech,Ahmedabad,2024,294,Seed,2000000,163,12,SWE; PM; Ops,3.3,3.5,3.5,3.2,3.4,17,On-site,0,1,0,Emerging,1,0.04081632653061224,DeepTech,Ahmedabad,14.508658238524095,0.04934917768205475,1,0.05782312925170068,326
IndiaStartup_0499,HR Tech,Indore,2017,201,Pre-Series A,2000000,72,34,SWE; PM; Ops,3.9,4.1,4.2,3.8,4.0,27,Hybrid,0,0,0,Growing,2,0.1691542288557214,HR Tech,Indore,14.508658238524095,0.07218237929613977,8,0.13432835820895522,72
IndiaStartup_0500,Semiconductor,Mumbai,2021,65,Bootstrapped,5000000,52,7,SWE; PM; Ops,4.5,4.7,4.8,4.4,4.6,23,Remote,0,1,1,Growing,0,0.1076923076923077,Semiconductor,Mumbai,15.424948670398354,0.23730690262151313,4,0.35384615384615387,104
IndiaStartup_0501,Robotics,Nagpur,2022,281,Bootstrapped,500000,28,42,SWE; PM; Ops,4.1,4.3,4.4,4.0,4.2,24,Hybrid,0,1,0,Growing,0,0.1494661921708185,Robotics,Nagpur,13.122365377402328,0.04669880917225028,3,0.08540925266903915,56
IndiaStartup_0502,Logistics,Mumbai,2024,66,Seed,2000000,112,6,SWE; PM; Ops,4.0,4.2,4.2,3.9,4.1,11,Remote,0,0,1,Growing,1,0.09090909090909091,Logistics,Mumbai,14.508658238524095,0.21982815512915296,1,0.16666666666666666,112
IndiaStartup_0503,HR Tech,Pune,2022,247,Series A,1000000,65,10,SWE; PM; Ops,4.0,4.2,4.2,3.9,4.1,9,On-site,0,0,0,High Desirability,3,0.04048582995951417,HR Tech,Pune,13.815511557963774,0.0559332451739424,3,0.03643724696356275,65
IndiaStartup_0504,AgriTech,Chennai,2025,234,Series B,0,45,22,SWE; PM; Ops,3.0,3.2,3.2,2.9,3.1,30,Remote,0,0,0,Emerging,4,0.09401709401709402,AgriTech,Chennai,0.0,0.0,0,0.1282051282051282,45
IndiaStartup_0505,AgriTech,Noida,2020,21,Pre-Series A,5000000,112,2,SWE; PM; Ops,2.9,3.1,3.1,2.8,3.0,14,Remote,0,0,0,Emerging,2,0.09523809523809523,AgriTech,Noida,15.424948670398354,0.7345213652570645,5,0.6666666666666666,112
IndiaStartup_0506,D2C,Pune,2017,106,Series B,250000,163,19,SWE; PM; Ops,4.3,4.5,4.6,4.2,4.4,29,Hybrid,0,0,0,High Desirability,4,0.1792452830188679,D2C,Pune,12.429220196836383,0.1172567943097772,8,0.27358490566037735,163
IndiaStartup_0507,AI,Ahmedabad,2019,326,Series B,10000000,74,29,SWE; PM; Ops,3.4,3.6,3.6,3.3,3.5,23,Hybrid,0,1,0,Emerging,4,0.08895705521472393,AI,Ahmedabad,16.118095750958314,0.0494420115060071,6,0.0705521472392638,148
IndiaStartup_0508,Climate Tech,Surat,2020,122,Series B,5000000,58,10,SWE; PM; Ops,4.6,4.8,4.9,4.5,4.7,23,Hybrid,0,0,0,High Desirability,4,0.08196721311475409,Climate Tech,Surat,15.424948670398354,0.12643400549506847,5,0.1885245901639344,58
IndiaStartup_0509,SaaS,Gurugram,2021,153,Series A,2000000,141,10,SWE; PM; Ops,4.4,4.6,4.7,4.3,4.5,25,Hybrid,0,0,0,High Desirability,3,0.06535947712418301,SaaS,Gurugram,14.508658238524095,0.0948278316243405,4,0.16339869281045752,141
IndiaStartup_0510,Semiconductor,Hyderabad,2022,221,Series B,5000000,65,26,SWE; PM; Ops,4.4,4.6,4.7,4.3,4.5,15,Hybrid,0,1,1,High Desirability,4,0.11764705882352941,Semiconductor,Hyderabad,15.424948670398354,0.06979614782985681,3,0.06787330316742081,130
IndiaStartup_0511,AgriTech,Noida,2024,227,Seed,2000000,113,38,SWE; PM; Ops,4.3,4.5,4.6,4.2,4.4,11,Hybrid,0,0,0,High Desirability,1,0.16740088105726872,AgriTech,Noida,14.508658238524095,0.06391479400230879,1,0.048458149779735685,113
IndiaStartup_0512,SpaceTech,Nagpur,2024,45,Series A,100000,105,3,SWE; PM; Ops,3.8,4.0,4.0,3.7,3.9,19,Remote,0,0,0,Growing,3,0.06666666666666667,SpaceTech,Nagpur,11.51293546492023,0.25584301033156065,1,0.4222222222222222,105
IndiaStartup_0513,SpaceTech,Noida,2023,108,Pre-Series A,2000000,43,17,SWE; PM; Ops,4.3,4.5,4.6,4.2,4.4,28,On-site,0,0,0,High Desirability,2,0.1574074074074074,SpaceTech,Noida,14.508658238524095,0.13433942813448235,2,0.25925925925925924,43
IndiaStartup_0514,DeepTech,Kochi,2021,342,Series A,2000000,11,46,SWE; PM; Ops,3.8,4.0,4.0,3.7,3.9,7,Remote,0,1,0,Growing,3,0.13450292397660818,DeepTech,Kochi,14.508658238524095,0.04242297730562601,4,0.02046783625730994,22
IndiaStartup_0515,FinTech,Hyderabad,2023,73,Bootstrapped,1000000,155,9,SWE; PM; Ops,3.7,3.9,3.9,3.6,3.8,30,On-site,0,0,1,Growing,0,0.1232876712328767,FinTech,Hyderabad,13.815511557963774,0.1892535829858051,2,0.410958904109589,155
IndiaStartup_0516,SaaS,Delhi,2018,89,Pre-Series A,100000,64,16,SWE; PM; Ops,4.4,4.6,4.7,4.3,4.5,9,On-site,0,0,1,High Desirability,2,0.1797752808988764,SaaS,Delhi,11.51293546492023,0.1293588254485419,7,0.10112359550561797,64
IndiaStartup_0517,DeepTech,Noida,2017,343,Bootstrapped,500000,73,60,SWE; PM; Ops,3.6,3.8,3.9,3.5,3.7,21,Hybrid,0,1,0,Emerging,0,0.1749271137026239,DeepTech,Noida,13.122365377402328,0.03825762500700387,8,0.061224489795918366,146
IndiaStartup_0518,EdTech,Surat,2019,77,Series A,100000,79,4,SWE; PM; Ops,3.5,3.7,3.8,3.4,3.6,11,Remote,0,0,0,Emerging,3,0.05194805194805195,EdTech,Surat,11.51293546492023,0.14951864240156143,6,0.14285714285714285,79
IndiaStartup_0519,Semiconductor,Kochi,2016,238,Series A,100000,103,16,SWE; PM; Ops,4.6,4.8,4.9,4.5,4.7,4,Remote,0,1,0,High Desirability,3,0.06722689075630252,Semiconductor,Kochi,11.51293546492023,0.048373678424034575,9,0.01680672268907563,206
IndiaStartup_0520,AgriTech,Noida,2021,141,Bootstrapped,2000000,101,13,SWE; PM; Ops,3.2,3.4,3.4,3.1,3.3,24,Remote,0,0,0,Emerging,0,0.09219858156028368,AgriTech,Noida,14.508658238524095,0.10289828537960351,4,0.1702127659574468,101
IndiaStartup_0521,Logistics,Ahmedabad,2024,364,Seed,2000000,170,43,SWE; PM; Ops,3.9,4.1,4.2,3.8,4.0,16,Remote,0,0,0,High Desirability,1,0.11813186813186813,Logistics,Ahmedabad,14.508658238524095,0.03985895120473652,1,0.04395604395604396,170
IndiaStartup_0522,EdTech,Hyderabad,2019,6,Seed,100000,23,1,SWE; PM; Ops,4.4,4.6,4.7,4.3,4.5,6,Hybrid,0,0,1,Growing,1,0.16666666666666666,EdTech,Hyderabad,11.51293546492023,1.918822577486705,6,1.0,23
IndiaStartup_0523,HR Tech,Delhi,2019,400,Bootstrapped,1000000,151,75,SWE; PM; Ops,3.6,3.8,3.9,3.5,3.7,18,Remote,0,0,1,Growing,0,0.1875,HR Tech,Delhi,13.815511557963774,0.03453877889490944,6,0.045,151
IndiaStartup_0524,SpaceTech,Pune,2018,291,Bootstrapped,100000,129,47,SWE; PM; Ops,4.5,4.7,4.8,4.4,4.6,7,On-site,0,0,0,High Desirability,0,0.16151202749140894,SpaceTech,Pune,11.51293546492023,0.039563352113127934,7,0.024054982817869417,129
IndiaStartup_0525,AgriTech,Gurugram,2025,57,Seed,2000000,110,6,SWE; PM; Ops,3.9,4.1,4.2,3.8,4.0,13,Remote,0,0,0,Emerging,1,0.10526315789473684,AgriTech,Gurugram,14.508658238524095,0.25453786383375604,0,0.22807017543859648,110
IndiaStartup_0526,DeepTech,Ahmedabad,2023,349,Seed,25000000,164,15,SWE; PM; Ops,3.3,3.5,3.5,3.2,3.4,3,On-site,0,1,0,Emerging,1,0.04297994269340974,DeepTech,Ahmedabad,17.034386422832473,0.04880913015138244,2,0.008595988538681949,328
IndiaStartup_0527,Robotics,Nagpur,2022,216,Series A,100000,52,9,SWE; PM; Ops,4.1,4.3,4.4,4.0,4.2,3,On-site,0,1,0,Growing,3,0.041666666666666664,Robotics,Nagpur,11.51293546492023,0.05330062715240847,3,0.013888888888888888,104
IndiaStartup_0528,FinTech,Chennai,2018,298,Seed,500000,65,13,SWE; PM; Ops,4.1,4.3,4.4,4.0,4.2,4,Hybrid,0,0,0,Growing,1,0.0436241610738255,FinTech,Chennai,13.122365377402328,0.0440347831456454,7,0.013422818791946308,65
IndiaStartup_0529,EdTech,Nagpur,2022,311,Bootstrapped,250000,151,12,SWE; PM; Ops,4.4,4.6,4.7,4.3,4.5,13,Hybrid,0,0,0,High Desirability,0,0.03858520900321544,EdTech,Nagpur,12.429220196836383,0.039965338253493195,3,0.04180064308681672,151
IndiaStartup_0530,HealthTech,Hyderabad,2021,214,Series A,10000000,11,35,SWE; PM; Ops,3.5,3.7,3.8,3.4,3.6,26,Remote,0,0,1,Emerging,3,0.16355140186915887,HealthTech,Hyderabad,16.118095750958314,0.07531820444373044,4,0.12149532710280374,11
IndiaStartup_0531,FinTech,Chennai,2021,17,Pre-Series A,100000,158,2,SWE; PM; Ops,4.1,4.3,4.4,4.0,4.2,4,On-site,0,0,0,High Desirability,2,0.11764705882352941,FinTech,Chennai,11.51293546492023,0.6772314979364841,4,0.23529411764705882,158
IndiaStartup_0532,Semiconductor,Chennai,2019,392,Series A,5000000,154,69,SWE; PM; Ops,3.3,3.5,3.5,3.2,3.4,8,On-site,0,1,0,Growing,3,0.1760204081632653,Semiconductor,Chennai,15.424948670398354,0.03934935885305703,6,0.02040816326530612,308
IndiaStartup_0533,EdTech,Hyderabad,2019,170,Pre-Series A,0,97,32,SWE; PM; Ops,4.0,4.2,4.2,3.9,4.1,15,On-site,0,0,1,High Desirability,2,0.18823529411764706,EdTech,Hyderabad,0.0,0.0,6,0.08823529411764706,97
IndiaStartup_0534,SpaceTech,Mumbai,2016,77,Series B,5000000,130,10,SWE; PM; Ops,4.6,4.8,4.9,4.5,4.7,30,Hybrid,0,0,1,High Desirability,4,0.12987012987012986,SpaceTech,Mumbai,15.424948670398354,0.20032400870647213,9,0.38961038961038963,130
IndiaStartup_0535,Semiconductor,Mumbai,2023,293,Series B,1000000,62,26,SWE; PM; Ops,3.7,3.9,3.9,3.6,3.8,17,Hybrid,0,1,1,Growing,4,0.08873720136518772,Semiconductor,Mumbai,13.815511557963774,0.04715191658008114,2,0.05802047781569966,124
IndiaStartup_0536,Semiconductor,Indore,2021,36,Pre-Series A,2000000,131,2,SWE; PM; Ops,4.3,4.5,4.6,4.2,4.4,19,Remote,0,1,0,High Desirability,2,0.05555555555555555,Semiconductor,Indore,14.508658238524095,0.4030182844034471,4,0.5277777777777778,262
IndiaStartup_0537,Climate Tech,Nagpur,2022,56,Bootstrapped,100000,31,1,SWE; PM; Ops,3.9,4.1,4.2,3.8,4.0,1,Remote,0,0,0,Growing,0,0.017857142857142856,Climate Tech,Nagpur,11.51293546492023,0.20558813330214695,3,0.017857142857142856,31
IndiaStartup_0538,Robotics,Indore,2024,21,Seed,10000000,123,2,SWE; PM; Ops,3.9,4.1,4.2,3.8,4.0,9,On-site,0,1,0,Growing,1,0.09523809523809523,Robotics,Indore,16.118095750958314,0.7675283690932531,1,0.42857142857142855,246
IndiaStartup_0539,EdTech,Surat,2021,336,Pre-Series A,100000,50,26,SWE; PM; Ops,3.1,3.3,3.4,3.0,3.2,7,Hybrid,0,0,0,Emerging,2,0.07738095238095238,EdTech,Surat,11.51293546492023,0.034264688883691156,4,0.020833333333333332,50
IndiaStartup_0540,HealthTech,Mumbai,2018,190,Bootstrapped,0,143,9,SWE; PM; Ops,4.4,4.6,4.7,4.3,4.5,29,On-site,0,0,1,High Desirability,0,0.04736842105263158,HealthTech,Mumbai,0.0,0.0,7,0.15263157894736842,143
IndiaStartup_0541,Robotics,Jaipur,2019,285,Bootstrapped,10000000,74,26,SWE; PM; Ops,3.6,3.8,3.9,3.5,3.7,19,On-site,0,1,0,Emerging,0,0.0912280701754386,Robotics,Jaipur,16.118095750958314,0.05655472193318707,6,0.06666666666666667,148
IndiaStartup_0542,SpaceTech,Ahmedabad,2023,194,Series B,25000000,22,17,SWE; PM; Ops,3.8,4.0,4.0,3.7,3.9,1,Remote,0,0,0,Growing,4,0.08762886597938144,SpaceTech,Ahmedabad,17.034386422832473,0.08780611558161068,2,0.005154639175257732,22
IndiaStartup_0543,SaaS,Ahmedabad,2018,399,Seed,0,26,38,SWE; PM; Ops,4.4,4.6,4.7,4.3,4.5,26,On-site,0,0,0,High Desirability,1,0.09523809523809523,SaaS,Ahmedabad,0.0,0.0,7,0.06516290726817042,26
IndiaStartup_0544,Robotics,Hyderabad,2024,204,Series B,5000000,111,33,SWE; PM; Ops,4.1,4.3,4.4,4.0,4.2,11,Remote,0,1,1,High Desirability,4,0.16176470588235295,Robotics,Hyderabad,15.424948670398354,0.07561249348234488,1,0.05392156862745098,222
IndiaStartup_0545,DeepTech,Bengaluru,2018,224,Series A,250000,138,44,SWE; PM; Ops,3.2,3.4,3.4,3.1,3.3,8,Hybrid,0,1,1,Growing,3,0.19642857142857142,DeepTech,Bengaluru,12.429220196836383,0.05548759016444814,7,0.03571428571428571,276
IndiaStartup_0546,AgriTech,Delhi,2025,133,Pre-Series A,0,5,7,SWE; PM; Ops,3.7,3.9,3.9,3.6,3.8,1,Remote,0,0,1,Emerging,2,0.05263157894736842,AgriTech,Delhi,0.0,0.0,0,0.007518796992481203,5
IndiaStartup_0547,SpaceTech,Hyderabad,2023,175,Pre-Series A,2000000,119,19,SWE; PM; Ops,4.1,4.3,4.4,4.0,4.2,11,Hybrid,0,0,1,High Desirability,2,0.10857142857142857,SpaceTech,Hyderabad,14.508658238524095,0.08290661850585197,2,0.06285714285714286,119
