company_name,sector,hq_city,founded_year,employee_count,funding_stage,total_funding_usd,employee_growth_pct,active_job_openings,top_hiring_roles,wlb_rating,culture_rating,growth_opportunity_rating,salary_rating,overall_employee_rating,glassdoor_reviews_count,remote_friendly,layoff_flag,ai_roles_focus,tier2_expansion,hire_quality_label
Swish,Food Delivery,Bengaluru,2024,115,Series A,14000000,42,18,Software Engineer; QA Executive; Ops Manager,3.8,4.1,4.4,3.6,4.0,12,Hybrid,0,0,0,Growing
IndiaStartup_0784,SpaceTech,Indore,2025,138,Bootstrapped,5000000,163,15,SWE; PM; Ops,4.4,4.6,4.7,4.3,4.5,11,On-site,0,0,0,High Desirability
IndiaStartup_0785,Robotics,Pune,2024,150,Pre-Series A,10000000,7,13,SWE; PM; Ops,4.4,4.6,4.7,4.3,4.5,24,Remote,0,1,0,High Desirability
IndiaStartup_0786,AgriTech,Gurugram,2025,237,Seed,0,103,9,SWE; PM; Ops,3.7,3.9,3.9,3.6,3.8,1,Hybrid,0,0,0,Emerging
IndiaStartup_0787,HR Tech,Jaipur,2017,196,Seed,2000000,57,27,SWE; PM; Ops,3.9,4.1,4.2,3.8,4.0,28,On-site,0,0,0,Emerging
IndiaStartup_0788,AgriTech,Mumbai,2020,354,Series B,500000,149,57,SWE; PM; Ops,3.4,3.6,3.6,3.3,3.5,2,On-site,0,0,1,Growing
IndiaStartup_0789,FinTech,Bengaluru,2025,326,Series A,2000000,104,31,SWE; PM; Ops,3.6,3.8,3.9,3.5,3.7,23,On-site,0,0,1,Growing
IndiaStartup_0790,FinTech,Gurugram,2025,159,Pre-Series A,5000000,68,25,SWE; PM; Ops,3.4,3.6,3.6,3.3,3.5,1,Hybrid,0,0,0,Emerging
IndiaStartup_0791,SaaS,Bengaluru,2022,199,Bootstrapped,100000,176,6,SWE; PM; Ops,3.3,3.5,3.5,3.2,3.4,27,Hybrid,0,0,1,Emerging
IndiaStartup_0792,AgriTech,Indore,2017,307,Pre-Series A,500000,40,47,SWE; PM; Ops,3.6,3.8,3.9,3.5,3.7,2,Remote,0,0,0,Growing
IndiaStartup_0793,HR Tech,Hyderabad,2022,244,Pre-Series A,0,132,15,SWE; PM; Ops,4.4,4.6,4.7,4.3,4.5,14,Hybrid,0,0,1,High Desirability
IndiaStartup_0794,SpaceTech,Nagpur,2020,58,Series B,500000,34,8,SWE; PM; Ops,3.6,3.8,3.9,3.5,3.7,24,Remote,0,0,0,Emerging
IndiaStartup_0795,DevTools,Pune,2025,371,Pre-Series A,250000,142,17,SWE; PM; Ops,4.3,4.5,4.6,4.2,4.4,1,On-site,0,1,0,High Desirability
IndiaStartup_0796,FinTech,Gurugram,2019,16,Bootstrapped,100000,157,1,SWE; PM; Ops,4.1,4.3,4.4,4.0,4.2,6,On-site,0,0,0,High Desirability
IndiaStartup_0797,SpaceTech,Gurugram,2020,344,Bootstrapped,500000,37,48,SWE; PM; Ops,3.8,4.0,4.0,3.7,3.9,3,On-site,0,0,0,Growing
IndiaStartup_0798,HR Tech,Mumbai,2025,327,Seed,1000000,113,40,SWE; PM; Ops,4.4,4.6,4.7,4.3,4.5,11,On-site,0,0,1,High Desirability
IndiaStartup_0799,FinTech,Delhi,2025,330,Series B,500000,18,54,SWE; PM; Ops,3.2,3.4,3.4,3.1,3.3,12,Remote,0,0,1,Emerging
IndiaStartup_0800,Semiconductor,Gurugram,2024,140,Series B,0,137,26,SWE; PM; Ops,4.2,4.4,4.5,4.1,4.3,17,On-site,0,1,0,Growing
IndiaStartup_0801,Semiconductor,Mumbai,2020,204,Pre-Series A,100000,148,37,SWE; PM; Ops,4.2,4.4,4.5,4.1,4.3,26,On-site,0,1,1,High Desirability
IndiaStartup_0802,AgriTech,Nagpur,2018,339,Series A,1000000,154,63,SWE; PM; Ops,4.3,4.5,4.6,4.2,4.4,11,Remote,0,0,0,High Desirability
IndiaStartup_0803,Semiconductor,Chennai,2024,104,Series B,100000,31,11,SWE; PM; Ops,4.0,4.2,4.2,3.9,4.1,1,Remote,0,1,0,Growing
IndiaStartup_0804,AI,Indore,2017,58,Series A,0,179,4,SWE; PM; Ops,3.4,3.6,3.6,3.3,3.5,26,Remote,0,1,0,Emerging
IndiaStartup_0805,Logistics,Gurugram,2025,298,Series A,100000,61,12,SWE; PM; Ops,3.2,3.4,3.4,3.1,3.3,21,Hybrid,0,0,0,Emerging
IndiaStartup_0806,Logistics,Indore,2021,119,Series B,25000000,163,20,SWE; PM; Ops,3.9,4.1,4.2,3.8,4.0,15,On-site,0,0,0,Growing
IndiaStartup_0807,HR Tech,Surat,2016,369,Seed,500000,26,58,SWE; PM; Ops,3.0,3.2,3.2,2.9,3.1,24,On-site,0,0,0,Emerging
IndiaStartup_0808,AgriTech,Ahmedabad,2021,110,Series A,250000,95,4,SWE; PM; Ops,4.3,4.5,4.6,4.2,4.4,7,Remote,0,0,0,High Desirability
IndiaStartup_0809,Logistics,Ahmedabad,2025,193,Bootstrapped,10000000,165,12,SWE; PM; Ops,3.7,3.9,3.9,3.6,3.8,10,On-site,0,0,0,Growing
IndiaStartup_0810,HR Tech,Kochi,2019,93,Series B,25000000,101,11,SWE; PM; Ops,3.8,4.0,4.0,3.7,3.9,10,Remote,0,0,0,Growing
IndiaStartup_0811,HealthTech,Bengaluru,2018,374,Pre-Series A,500000,29,12,SWE; PM; Ops,4.2,4.4,4.5,4.1,4.3,1,On-site,0,0,1,High Desirability
IndiaStartup_0812,D2C,Nagpur,2023,276,Series A,500000,34,34,SWE; PM; Ops,3.3,3.5,3.5,3.2,3.4,24,Remote,0,0,0,Emerging
IndiaStartup_0813,D2C,Delhi,2025,258,Series A,0,65,46,SWE; PM; Ops,4.5,4.7,4.8,4.4,4.6,22,Remote,0,0,1,High Desirability
IndiaStartup_0814,Semiconductor,Jaipur,2016,124,Series B,500000,114,6,SWE; PM; Ops,3.4,3.6,3.6,3.3,3.5,27,On-site,0,1,0,Growing
IndiaStartup_0815,SpaceTech,Chennai,2020,283,Series B,0,56,18,SWE; PM; Ops,4.2,4.4,4.5,4.1,4.3,13,Hybrid,0,0,0,High Desirability
IndiaStartup_0816,Robotics,Ahmedabad,2021,31,Seed,2000000,129,2,SWE; PM; Ops,3.1,3.3,3.4,3.0,3.2,11,Hybrid,0,1,0,Emerging
IndiaStartup_0817,D2C,Indore,2020,155,Series B,500000,67,25,SWE; PM; Ops,4.5,4.7,4.8,4.4,4.6,1,Remote,0,0,0,High Desirability
IndiaStartup_0818,AgriTech,Jaipur,2020,291,Series A,5000000,179,56,SWE; PM; Ops,3.3,3.5,3.5,3.2,3.4,7,Remote,0,0,0,Emerging
IndiaStartup_0819,HealthTech,Jaipur,2022,127,Series A,250000,74,16,SWE; PM; Ops,3.5,3.7,3.8,3.4,3.6,27,On-site,0,0,0,Growing
IndiaStartup_0820,HealthTech,Nagpur,2023,6,Series A,25000000,122,1,SWE; PM; Ops,4.3,4.5,4.6,4.2,4.4,23,Remote,0,0,0,High Desirability
IndiaStartup_0821,Climate Tech,Surat,2021,195,Series A,10000000,113,26,SWE; PM; Ops,3.4,3.6,3.6,3.3,3.5,5,Remote,0,0,0,Growing
IndiaStartup_0822,SpaceTech,Nagpur,2016,388,Series B,2000000,129,28,SWE; PM; Ops,3.1,3.3,3.4,3.0,3.2,18,Remote,0,0,0,Emerging
IndiaStartup_0823,SaaS,Bengaluru,2016,396,Seed,1000000,41,71,SWE; PM; Ops,3.5,3.7,3.8,3.4,3.6,30,Hybrid,0,0,1,Emerging
IndiaStartup_0824,SpaceTech,Ahmedabad,2023,78,Bootstrapped,500000,49,15,SWE; PM; Ops,3.1,3.3,3.4,3.0,3.2,28,Remote,0,0,0,Emerging
IndiaStartup_0825,EdTech,Jaipur,2016,110,Pre-Series A,0,165,4,SWE; PM; Ops,4.6,4.8,4.9,4.5,4.7,16,Remote,0,0,0,High Desirability
IndiaStartup_0826,Logistics,Ahmedabad,2017,246,Bootstrapped,250000,16,14,SWE; PM; Ops,4.6,4.8,4.9,4.5,4.7,1,Remote,0,0,0,High Desirability
IndiaStartup_0827,HR Tech,Bengaluru,2019,179,Series A,250000,154,14,SWE; PM; Ops,3.4,3.6,3.6,3.3,3.5,20,Remote,0,0,1,Emerging
IndiaStartup_0828,HealthTech,Gurugram,2021,376,Bootstrapped,10000000,116,69,SWE; PM; Ops,4.0,4.2,4.2,3.9,4.1,25,On-site,0,0,0,Growing
IndiaStartup_0829,Semiconductor,Delhi,2019,30,Bootstrapped,250000,142,1,SWE; PM; Ops,3.1,3.3,3.4,3.0,3.2,30,Remote,0,1,1,Emerging
IndiaStartup_0830,HR Tech,Chennai,2018,278,Series B,0,52,47,SWE; PM; Ops,3.8,4.0,4.0,3.7,3.9,8,Remote,0,0,0,Growing
IndiaStartup_0831,FinTech,Surat,2020,176,Bootstrapped,25000000,173,14,SWE; PM; Ops,3.8,4.0,4.0,3.7,3.9,7,On-site,0,0,0,Emerging
IndiaStartup_0832,HR Tech,Surat,2017,180,Series B,250000,107,19,SWE; PM; Ops,4.2,4.4,4.5,4.1,4.3,24,On-site,0,0,0,Growing
IndiaStartup_0833,DeepTech,Indore,2021,263,Series A,10000000,38,34,SWE; PM; Ops,3.1,3.3,3.4,3.0,3.2,27,Hybrid,0,1,0,Emerging
IndiaStartup_0834,DeepTech,Delhi,2022,233,Seed,500000,18,12,SWE; PM; Ops,3.1,3.3,3.4,3.0,3.2,27,Remote,0,1,1,Emerging
IndiaStartup_0835,SaaS,Bengaluru,2016,61,Pre-Series A,25000000,128,4,SWE; PM; Ops,2.9,3.1,3.1,2.8,3.0,17,Hybrid,0,0,1,Emerging
IndiaStartup_0836,DeepTech,Gurugram,2020,219,Series A,10000000,141,26,SWE; PM; Ops,4.4,4.6,4.7,4.3,4.5,11,On-site,0,1,0,High Desirability
IndiaStartup_0837,Climate Tech,Nagpur,2020,371,Series A,100000,41,43,SWE; PM; Ops,3.7,3.9,3.9,3.6,3.8,20,Hybrid,0,0,0,Growing
IndiaStartup_0838,HealthTech,Nagpur,2023,364,Seed,2000000,34,13,SWE; PM; Ops,3.8,4.0,4.0,3.7,3.9,4,Hybrid,0,0,0,Growing
IndiaStartup_0839,DeepTech,Surat,2018,5,Series A,2000000,90,1,SWE; PM; Ops,3.9,4.1,4.2,3.8,4.0,21,On-site,0,1,0,Growing
IndiaStartup_0840,DeepTech,Gurugram,2021,77,Bootstrapped,250000,131,10,SWE; PM; Ops,3.2,3.4,3.4,3.1,3.3,21,On-site,0,1,0,Growing
IndiaStartup_0841,DevTools,Gurugram,2019,272,Seed,1000000,72,10,SWE; PM; Ops,3.6,3.8,3.9,3.5,3.7,15,On-site,0,1,0,Growing
IndiaStartup_0842,Logistics,Chennai,2020,256,Bootstrapped,100000,15,12,SWE; PM; Ops,3.0,3.2,3.2,2.9,3.1,1,Hybrid,0,0,0,Emerging
IndiaStartup_0843,DevTools,Delhi,2024,305,Pre-Series A,1000000,5,28,SWE; PM; Ops,3.8,4.0,4.0,3.7,3.9,25,On-site,0,1,1,Growing
IndiaStartup_0844,AI,Hyderabad,2023,8,Bootstrapped,1000000,131,1,SWE; PM; Ops,3.7,3.9,3.9,3.6,3.8,8,Hybrid,0,1,1,Growing
IndiaStartup_0845,D2C,Jaipur,2024,36,Seed,2000000,88,1,SWE; PM; Ops,3.0,3.2,3.2,2.9,3.1,30,Remote,0,0,0,Emerging
IndiaStartup_0846,SaaS,Surat,2019,185,Pre-Series A,250000,100,12,SWE; PM; Ops,3.2,3.4,3.4,3.1,3.3,16,Remote,0,0,0,Emerging
IndiaStartup_0847,HealthTech,Indore,2020,213,Bootstrapped,25000000,140,15,SWE; PM; Ops,3.5,3.7,3.8,3.4,3.6,23,On-site,0,0,0,Emerging
IndiaStartup_0848,FinTech,Bengaluru,2020,74,Pre-Series A,25000000,111,8,SWE; PM; Ops,3.8,4.0,4.0,3.7,3.9,28,Hybrid,0,0,1,Growing
IndiaStartup_0849,Climate Tech,Surat,2020,352,Series B,0,174,34,SWE; PM; Ops,3.7,3.9,3.9,3.6,3.8,29,On-site,0,0,0,Growing
IndiaStartup_0850,Semiconductor,Ahmedabad,2023,362,Series A,100000,72,42,SWE; PM; Ops,3.7,3.9,3.9,3.6,3.8,16,On-site,0,1,0,High Desirability
IndiaStartup_0851,DevTools,Surat,2024,303,Bootstrapped,10000000,155,41,SWE; PM; Ops,3.4,3.6,3.6,3.3,3.5,4,On-site,0,1,0,Growing
IndiaStartup_0852,AgriTech,Surat,2022,186,Pre-Series A,5000000,44,24,SWE; PM; Ops,4.3,4.5,4.6,4.2,4.4,28,On-site,0,0,0,Growing
IndiaStartup_0853,AgriTech,Surat,2016,197,Pre-Series A,100000,37,27,SWE; PM; Ops,4.5,4.7,4.8,4.4,4.6,4,Remote,0,0,0,High Desirability
